timestamp,dac,voltage,current,rpm,temperature,do,clean_do,family,sample_index
0.0,2.856,30.4622,0.6413,57.1753,27.0693,6.1,6.1,impulse,0
5.0,2.8546,30.5622,0.6406,56.4726,27.1053,6.104,6.104,impulse,1
10.0,2.857,30.6779,0.6304,56.3475,27.1253,6.0969,6.0969,impulse,2
15.0,2.8568,30.7914,0.6329,57.4259,27.3227,6.0976,6.0976,impulse,3
20.0,2.8556,30.6731,0.643,56.393,27.2347,6.101,6.101,impulse,4
25.0,2.8511,30.2041,0.6397,57.1446,27.3285,6.1145,6.1145,impulse,5
30.0,2.8512,30.5538,0.648,57.0551,27.3651,6.114,6.114,impulse,6
35.0,2.8491,30.5382,0.6378,56.5142,27.3999,6.1202,6.1202,impulse,7
40.0,2.8513,30.4827,0.6371,56.8465,27.4821,6.1138,6.1138,impulse,8
45.0,2.8498,30.4239,0.5027,56.6135,27.6815,6.1182,6.1182,impulse,9
50.0,2.85,30.6643,0.6383,56.9859,27.6766,6.1177,6.1177,impulse,10
55.0,2.8509,30.6289,0.6489,56.6917,27.7404,6.115,6.115,impulse,11
60.0,2.8505,30.4889,0.6346,56.5363,27.8302,6.1163,6.1163,impulse,12
65.0,2.8525,30.5112,0.6354,57.1066,27.866,6.1102,6.1102,impulse,13
70.0,2.8525,30.4806,0.636,56.293,28.1284,6.1102,6.1102,impulse,14
75.0,2.8542,30.5177,0.6287,56.9374,27.9081,6.1054,6.1054,impulse,15
80.0,2.8543,30.6294,0.6426,56.9363,27.9581,6.105,6.105,impulse,16
85.0,2.8566,30.7014,0.6256,56.5101,27.978,6.0982,6.0982,impulse,17
90.0,2.8571,30.4917,0.6422,57.3477,28.1075,6.0967,6.0967,impulse,18
95.0,2.8571,30.5732,0.6382,57.4929,28.0612,6.0969,6.0969,impulse,19
100.0,2.8538,30.6499,0.6348,57.1023,28.297,6.1066,6.1066,impulse,20
105.0,2.8598,30.6828,0.6425,57.7257,28.2956,6.0888,6.0888,impulse,21
110.0,2.8607,30.8727,0.6494,57.5161,28.2606,6.0862,6.0862,impulse,22
115.0,2.8636,30.7838,0.6303,57.2461,28.3488,6.0776,6.0776,impulse,23
120.0,2.867,30.8402,0.653,57.7021,28.4553,6.0677,6.0677,impulse,24
125.0,2.868,30.7314,0.6452,57.1956,28.1585,6.0647,6.0647,impulse,25
130.0,2.8676,30.9593,0.6398,57.122,28.2636,6.0659,6.0659,impulse,26
135.0,2.8689,31.0014,0.6558,57.56,28.3611,6.062,6.062,impulse,27
140.0,2.8712,30.7919,0.6318,57.5782,28.3879,6.0554,6.0554,impulse,28
145.0,2.8714,31.0069,0.6461,57.4686,28.2631,6.0547,6.0547,impulse,29
150.0,2.8749,31.1309,0.6528,57.8066,28.4539,6.0445,6.0445,impulse,30
155.0,2.8743,31.0936,0.6501,57.3619,28.4828,6.0462,6.0462,impulse,31
160.0,2.8752,30.948,0.6488,58.0274,28.4348,6.0436,6.0436,impulse,32
165.0,2.8739,30.896,0.6386,57.7741,28.4386,6.0474,6.0474,impulse,33
170.0,2.8754,30.9588,0.6447,58.1801,28.4181,6.0429,6.0429,impulse,34
175.0,2.8777,30.9987,0.6348,57.9753,28.5051,6.0361,6.0361,impulse,35
180.0,2.8801,31.111,0.6555,58.1645,28.3436,6.0291,6.0291,impulse,36
185.0,2.8806,31.0263,0.6283,57.4073,28.438,6.0278,6.0278,impulse,37
190.0,2.8824,31.0081,0.6531,58.6658,28.5432,6.0223,6.0223,impulse,38
195.0,2.8844,31.2079,0.6457,58.0769,28.4692,6.0165,6.0165,impulse,39
200.0,2.8833,31.0166,0.646,57.7791,28.4583,6.0197,6.0197,impulse,40
205.0,2.8856,30.9706,0.6526,58.4223,28.4355,6.0128,6.0128,impulse,41
210.0,2.8905,31.325,0.6461,59.3266,28.4411,5.9985,5.9985,impulse,42
215.0,2.8947,31.1681,0.6558,58.9616,28.48,5.9862,5.9862,impulse,43
220.0,2.8964,31.2044,0.6478,59.1079,28.4449,5.9812,5.9812,impulse,44
225.0,2.8951,31.2504,0.6482,58.2475,28.4523,5.9851,5.9851,impulse,45
230.0,2.8947,31.351,0.6538,59.0971,28.3427,5.9863,5.9863,impulse,46
235.0,2.8946,31.1327,0.6472,58.4161,28.3226,5.9864,5.9864,impulse,47
240.0,2.8971,31.2956,0.6594,58.4617,28.2528,5.9792,5.9792,impulse,48
245.0,2.8987,31.3893,0.6389,58.8294,28.3663,5.9745,5.9745,impulse,49
250.0,2.8975,31.3794,0.6482,58.428,28.294,5.9779,5.9779,impulse,50
255.0,2.8976,31.2156,0.6539,58.6096,28.2671,5.9776,5.9776,impulse,51
260.0,2.8995,31.2882,0.641,58.4037,28.2628,5.9722,5.9722,impulse,52
