timestamp,dac,voltage,current,rpm,temperature,do,clean_do,family,sample_index
0.0,2.856,30.4622,0.6449,57.1753,27.0693,6.095,6.1,ripple,0
5.0,2.8558,30.5811,0.6448,56.4726,27.1053,6.1006,6.104,ripple,1
10.0,2.8593,30.7155,0.6354,56.3475,27.1253,6.0951,6.0969,ripple,2
15.0,2.8602,30.8476,0.6385,57.4259,27.3227,6.0973,6.0976,ripple,3
20.0,2.8601,30.7477,0.6493,56.393,27.2347,6.1023,6.101,ripple,4
25.0,2.8566,30.2968,0.6466,57.1446,27.3285,6.1174,6.1145,ripple,5
30.0,2.8579,30.6642,0.6556,57.0551,27.3651,6.1184,6.114,ripple,6
35.0,2.8568,30.6659,0.6459,56.5142,27.3999,6.1261,6.1202,ripple,7
40.0,2.86,30.6272,0.6457,56.8465,27.4821,6.1213,6.1138,ripple,8
45.0,2.8594,30.5846,0.6354,56.6135,27.6815,6.1272,6.1182,ripple,9
50.0,2.8606,30.8407,0.6479,56.9859,27.6766,6.1281,6.1177,ripple,10
55.0,2.8624,30.8201,0.659,56.6917,27.7404,6.1268,6.115,ripple,11
60.0,2.8628,30.6942,0.645,56.5363,27.8302,6.1295,6.1163,ripple,12
65.0,2.8656,30.7299,0.6462,57.1066,27.866,6.1247,6.1102,ripple,13
70.0,2.8664,30.7118,0.6471,56.293,28.1284,6.1259,6.1102,ripple,14
75.0,2.8687,30.7604,0.6401,56.9374,27.9081,6.1223,6.1054,ripple,15
80.0,2.8695,30.8827,0.6542,56.9363,27.9581,6.123,6.105,ripple,16
85.0,2.8724,30.9643,0.6374,56.5101,27.978,6.1173,6.0982,ripple,17
90.0,2.8734,30.7632,0.6541,57.3477,28.1075,6.1167,6.0967,ripple,18
95.0,2.8738,30.8522,0.6502,57.4929,28.0612,6.1179,6.0969,ripple,19
100.0,2.8709,30.9352,0.6468,57.1023,28.297,6.1284,6.1066,ripple,20
105.0,2.8773,30.9734,0.6545,57.7257,28.2956,6.1113,6.0888,ripple,21
110.0,2.8784,31.1674,0.6614,57.5161,28.2606,6.1093,6.0862,ripple,22
115.0,2.8815,31.0814,0.6422,57.2461,28.3488,6.1013,6.0776,ripple,23
120.0,2.8849,31.1396,0.6646,57.7021,28.4553,6.0919,6.0677,ripple,24
125.0,2.886,31.0314,0.6567,57.1956,28.1585,6.0892,6.0647,ripple,25
130.0,2.8856,31.2588,0.651,57.122,28.2636,6.0906,6.0659,ripple,26
135.0,2.8868,31.2991,0.6667,57.56,28.3611,6.0869,6.062,ripple,27
140.0,2.8888,31.0866,0.6424,57.5782,28.3879,6.0804,6.0554,ripple,28
145.0,2.8888,31.2975,0.6563,57.4686,28.2631,6.0797,6.0547,ripple,29
150.0,2.892,31.4162,0.6626,57.8066,28.4539,6.0694,6.0445,ripple,30
155.0,2.891,31.3725,0.6595,57.3619,28.4828,6.0708,6.0462,ripple,31
160.0,2.8914,31.2194,0.6577,58.0274,28.4348,6.0679,6.0436,ripple,32
165.0,2.8896,31.1589,0.6469,57.7741,28.4386,6.0713,6.0474,ripple,33
170.0,2.8906,31.2121,0.6525,58.1801,28.4181,6.0663,6.0429,ripple,34
175.0,2.8923,31.2414,0.642,57.9753,28.5051,6.0588,6.0361,ripple,35
180.0,2.894,31.3422,0.6621,58.1645,28.3436,6.0512,6.0291,ripple,36
185.0,2.8937,31.245,0.6342,57.4073,28.438,6.049,6.0278,ripple,37
190.0,2.8947,31.2135,0.6583,58.6658,28.5432,6.0427,6.0223,ripple,38
195.0,2.8959,31.3991,0.6503,58.0769,28.4692,6.0359,6.0165,ripple,39
200.0,2.8939,31.193,0.6499,57.7791,28.4583,6.0381,6.0197,ripple,40
205.0,2.8953,31.1314,0.6558,58.4223,28.4355,6.0302,6.0128,ripple,41
210.0,2.8992,31.4695,0.6485,59.3266,28.4411,6.0146,5.9985,ripple,42
215.0,2.9024,31.2958,0.6575,58.9616,28.48,6.0011,5.9862,ripple,43
220.0,2.903,31.3149,0.6487,59.1079,28.4449,5.9949,5.9812,ripple,44
225.0,2.9006,31.3431,0.6484,58.2475,28.4523,5.9974,5.9851,ripple,45
230.0,2.8991,31.4256,0.6532,59.0971,28.3427,5.9972,5.9863,ripple,46
235.0,2.898,31.1889,0.6459,58.4161,28.3226,5.9959,5.9864,ripple,47
240.0,2.8993,31.3332,0.6573,58.4617,28.2528,5.9872,5.9792,ripple,48
245.0,2.8998,31.4082,0.6361,58.8294,28.3663,5.981,5.9745,ripple,49
250.0,2.8975,31.3794,0.6447,58.428,28.294,5.9829,5.9779,ripple,50
